id,scope,name,capacity,electric_flag,longitude,latitude,basin,riverbed,google,openstreetmap,wikidata,province,autonomous_community,type,crest_elevation,dam_height,report
181,duero,uzquiza,75.0,0,42.304453472,-3.36854357999994,duero,rio arlanzon,,,,burgos,castilla y leon,presa materiales sueltos homogenea,932.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=259
182,duero,vencias,5.0,1,,,,,,,,segovia,castilla y leon,,,,
183,tajo,caceres   guadiloba,20.0,0,,,,,,,,caceres,extremadura,,,,
184,tajo,jerte,59.0,0,40.060599917,-6.04259896399998,tajo,rio jerte,,,,caceres,extremadura,presa materiales sueltos zonificada o nucleo,372.5,42.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=634
186,tajo,rivera gata,49.0,0,40.134844602,-6.63285012399996,tajo,rivera gata,,,,caceres,extremadura,presa materiales sueltos zonificada o nucleo,345.5,56.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=546
187,tajo,vado,56.0,0,41.0034892630001,-3.30090199199998,tajo,rio jarama,https://www.google.com/search?kgmid=/g/121y9t2q,,https://www.wikidata.org/wiki/Q8775322,guadalajara,castilla   mancha,presa fabrica gravedad (hormigon vibrado),955.22,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=767
188,segura,puentes iv,26.0,0,37.7347336080001,-1.81922575299996,segura,rio guadalentin o sangonera,,,,murcia,region murcia,presa fabrica gravedad (hormigon vibrado),474.0,78.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2037
189,segura,fuensanta,210.0,0,38.3912491360001,-2.20834281199996,segura,rio segura,,,https://www.wikidata.org/wiki/Q104635833,albacete,castilla   mancha,presa fabrica gravedad (hormigon vibrado),601.399999999999,82.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2004
191,jucar,forata,37.0,0,39.340702734,-0.86476747599994,jucar,rio magro,https://www.google.com/search?kgmid=/g/1238s588,,https://www.wikidata.org/wiki/Q8775337,valencia,comunitat valenciana,presa fabrica gravedad (hormigon vibrado),389.199999999999,68.4,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2301
192,ebro,canelles,688.0,1,41.9785559910001,0.612325865000059,ebro,rio noguera ribagorcana,,,https://www.wikidata.org/wiki/Q1033116,huesca,aragon,presa fabrica boveda,508.0,151.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2438
194,ebro,eugui,21.0,0,42.9720260930001,-1.51442096399995,ebro,rio arga,https://www.google.com/search?kgmid=/g/11bvtzy7x_,,https://www.wikidata.org/wiki/Q12257397,navarra,comunidad foral navarra,presa fabrica gravedad (hormigon vibrado),630.0,51.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2726
195,ebro,oliana,101.0,0,42.092702178,1.29406967700004,ebro,riu segre,https://www.google.com/search?kgmid=/g/1215jgc5,,https://www.wikidata.org/wiki/Q18005390,lleida,cataluna,presa fabrica gravedad (hormigon vibrado),520.039999999999,102.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2594
196,ebro,montearagon,52.0,0,42.18258301,-0.361405771999955,ebro,rio flumen,https://www.google.com/search?kgmid=/g/11hfgklglc,,https://www.wikidata.org/wiki/Q91314392,huesca,aragon,presa fabrica arco gravedad,585.0,86.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2464
200,cantabrico occidental,rioseco,4.0,0,,,,,,,,asturias,principado asturias,,,,
203,guadalquivir,bolera,54.0,0,37.7622489710001,-2.90313354799997,guadalquivir,rio  guadalentin,,,,jaen,andalucia,presa fabrica gravedad (hormigon vibrado),956.299999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1538
204,guadalquivir,cubillas,21.0,0,37.274509489,-3.68317058099996,guadalquivir,rio  cubillas,,,https://www.wikidata.org/wiki/Q5369439,granada,andalucia,presa materiales sueltos homogenea,426.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1515
205,guadalquivir,hornachuelos,18.0,0,,,,,,,,cordoba,andalucia,,,,
209,cuenca mediterranea andaluza,beznar,56.0,0,36.9152042690001,-3.54016190699997,cuencas mediterraneas andaluzas,rio izbor,,,https://www.wikidata.org/wiki/Q3374703,granada,andalucia,presa fabrica boveda,426.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1950
212,guadalete barbate,zahara,223.0,0,36.855621898,-5.38972319099997,guadalete y barbate,rio guadalete,,,https://www.wikidata.org/wiki/Q5830591,cadiz,andalucia,presa materiales sueltos zonificada o nucleo,108.5,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1336
215,guadiana,vicario,32.0,0,,,,,,,,ciudad real,castilla   mancha,,,,
216,guadiana,cubilar,10.0,0,39.237347379,-5.47071172699998,guadiana,rio cubilar,,,,caceres,extremadura,presa materiales sueltos homogenea,360.649999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1075
218,guadiana,llerena,9.0,0,,,,,,,,badajoz,extremadura,,,,
220,guadiana,pto  vallehermoso,7.0,0,,,,,,,,ciudad real,castilla   mancha,,,,
221,guadiana,villar rey,134.0,0,39.1519574230001,-6.86669007999996,guadiana,rio zapaton,,,,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),360.649999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=963
222,ebro,valdepatao,6.0,0,,,,,,,,huesca,aragon,,,,
223,ebro,terroba,8.0,0,,,,,,,,la rioja,rioja,,,,
224,cantabrico oriental,san anton,5.0,0,43.277117956,-1.77374675199997,cantabrico oriental,rio endara,,,,navarra,comunidad foral navarra,presa materiales sueltos pantalla hormigon,247.0,56.7999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=84
226,guadalquivir,aracena,129.0,0,37.9078896870001,-6.45184509099994,guadalquivir,rivera huelva,,,,huelva,andalucia,presa fabrica contrafuertes,143.8,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1531
231,guadalquivir,montoro,105.0,0,,,,,,,,ciudad real,castilla   mancha,,,,
235,guadalquivir,retortillo,73.0,0,37.8413896820001,-5.34934339699993,guadalquivir,rio  retortillo,,,https://www.wikidata.org/wiki/Q5369454,sevilla,andalucia,presa fabrica gravedad (hormigon vibrado),97.5,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1469
237,guadalquivir,torre aguila,66.0,0,37.042369367,-5.75897830099996,guadalquivir,arroyo  salado moron,,,,sevilla,andalucia,presa materiales sueltos zonificada o nucleo,10.34,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1781
240,guadalete barbate,almodovar,6.0,0,36.1536149680001,-5.64973106899993,guadalete y barbate,rio almodovar,,,https://www.wikidata.org/wiki/Q5369429,cadiz,andalucia,presa fabrica gravedad (hormigon vibrado),107.2,40.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1364
241,cuenca mediterranea andaluza,limonero,25.0,0,36.758417373,-4.43246489999996,cuencas mediterraneas andaluzas,rio guadalmedina,,,,malaga,andalucia,presa materiales sueltos pantalla hormigon,426.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1989
242,cuenca mediterranea andaluza,guadarranque,88.0,0,36.3087665890001,-5.46145982799993,cuencas mediterraneas andaluzas,rio guadarranque,,,https://www.wikidata.org/wiki/Q5369445,cadiz,andalucia,presa materiales sueltos zonificada o nucleo,107.2,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1942
246,guadiana,tentudia,5.0,0,,,,,,,,badajoz,extremadura,,,,
247,mino   sil,belesar,655.0,1,42.6287771620001,-7.71239387399993,mino sil,rio mino,https://www.google.com/search?kgmid=/g/1214fx9h,,https://www.wikidata.org/wiki/Q3375700,lugo,galicia,presa fabrica boveda,332.0,132.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=65
249,duero,almendra,2649.0,1,41.2714941880001,-6.32020866599993,duero,rio tormes,,https://www.openstreetmap.org/relation/1613295,https://www.wikidata.org/wiki/Q43561654,zamora,castilla y leon,presa fabrica boveda,805.799999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=391
250,duero,cervera,11.0,0,42.8660505030001,-4.52768060999995,duero,rio rivera o ventanilla,,,,palencia,castilla y leon,presa fabrica mamposteria,840.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=352
251,duero,san jose,6.0,0,41.403921299,-5.27303186899996,duero,rio duero,,,,valladolid,castilla y leon,presa fabrica gravedad (hormigon vibrado),839.5,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=453
254,tajo,bolarque,31.0,1,40.363245856,-2.81868119299997,tajo,rio tajo,https://www.google.com/search?kgmid=/g/12283wdl,,https://www.wikidata.org/wiki/Q8775290,guadalajara,castilla   mancha,presa fabrica mamposteria,905.5,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=744
255,tajo,buendia,1705.0,0,40.3992227420001,-2.78382182099995,tajo,rio guadiela,https://www.google.com/search?kgmid=/g/1214fx9j,https://www.openstreetmap.org/relation/8383993,https://www.wikidata.org/wiki/Q8775297,cuenca,castilla   mancha,presa fabrica gravedad (hormigon vibrado),905.5,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=743
256,tajo,guijo granadilla,13.0,1,,,,,,,,caceres,extremadura,,,,
257,tajo,villar,23.0,0,40.9474491760001,-3.56294228099995,tajo,rio lozoya,https://www.google.com/search?kgmid=/g/121_4d1r,,https://www.wikidata.org/wiki/Q5830463,madrid,comunidad madrid,presa fabrica mamposteria,906.0,50.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=817
258,tajo,valmayor,124.0,0,40.535345943,-4.04728874499995,tajo,arroyo batan o rio aulencia,https://www.google.com/search?kgmid=/g/120kt8jd,,https://www.wikidata.org/wiki/Q8775397,madrid,comunidad madrid,presa materiales sueltos pantalla asfaltica,834.0,60.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=786
261,ebro,irabia,14.0,1,42.9849261200001,-1.15747190799993,ebro,rio irati,,,,navarra,comunidad foral navarra,presa fabrica mamposteria,592.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2746
262,ebro,grado i,400.0,0,42.1511967980001,0.234452975000067,ebro,rio cinca,,,,huesca,aragon,presa fabrica gravedad (hormigon vibrado),453.0,130.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2493
264,ebro,monteagudo,10.0,0,,,,,,,,soria,castilla y leon,,,,
265,ebro,rialb,404.0,0,41.939892881,1.19279358700004,ebro,riu segre,,,,lleida,cataluna,presa fabrica gravedad (hormigon compactado),520.039999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2569
266,ebro,santa ana,237.0,0,41.8825060980001,0.580849584000021,ebro,rio noguera ribagorcana,,,,huesca,aragon,presa fabrica arco gravedad,380.3,99.5999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2491
267,ebro,san lorenzo,10.0,1,,,,,,,,las palmas,canarias,,,,
273,cantabrico occidental,arbon,41.0,1,43.4770926850001,-6.73016840999998,cantabrico occidental,rio navia,,,,asturias,principado asturias,presa materiales sueltos zonificada o nucleo,961.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=140
277,guadalquivir,derivacion retortillo,8.0,0,,,,,,,,cordoba,andalucia,,,,
283,guadalquivir,guillena,5.0,1,,,,,,,,sevilla,andalucia,,,,
285,guadalquivir,negratin,571.0,0,37.561163702,-2.95478834199997,guadalquivir,rio  guadiana menor,,,https://www.wikidata.org/wiki/Q3752128,granada,andalucia,presa mixta,956.299999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1510
286,guadalquivir,villafranca,6.0,0,,,,,,,,cordoba,andalucia,,,,
287,guadalquivir,viboras,19.0,0,37.639127269,-4.01175384999993,guadalquivir,rio  viboras,,,,jaen,andalucia,presa fabrica arco gravedad,369.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1557
288,cuenca mediterranea andaluza,concepcion,62.0,0,36.535398366,-4.96075456799997,cuencas mediterraneas andaluzas,rio verde,,,,malaga,andalucia,presa fabrica gravedad (hormigon vibrado),107.2,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1984
292,guadiana,alcollarin,52.0,0,,,,,,,,caceres,extremadura,,,,
296,guadiana,piedra aguda,16.0,0,38.68712586,-7.02207805699993,guadiana,rio olivenza,,,,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),360.649999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=958
300,tinto. odiel y piedras,jarrama,43.0,0,37.667643459,-6.50982948899997,tinto  odiel y piedras,rivera jarrama,,,,huelva,andalucia,presa materiales sueltos zonificada o nucleo,143.8,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1256
301,mino   sil,salas,87.0,1,41.9246563240001,-7.94313212699996,mino sil,rio salas,,,,orense,galicia,presa fabrica contrafuertes,835.5,50.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=118
303,duero,puente porto,23.0,1,42.1158687330001,-6.83043827699993,duero,arroyo bajo castillon,,,,zamora,castilla y leon,presa fabrica contrafuertes,847.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=471
304,tajo,atazar,426.0,0,40.9119621410001,-3.47348717199998,tajo,rio lozoya,https://www.google.com/search?kgmid=/g/11bc6nxddz,,https://www.wikidata.org/wiki/Q513846,madrid,comunidad madrid,presa fabrica boveda,906.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=825
306,segura,alfonso xiii,22.0,0,38.2232084,-1.59952768299996,segura,rio quipar o rambla mullidar,,,,murcia,region murcia,presa fabrica mamposteria,414.6,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2077
307,segura,crevillente,13.0,0,38.2573070890001,-0.791022540999961,segura,barranco bosch,,,,alicante,comunitat valenciana,presa materiales sueltos zonificada o nucleo,147.5,58.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2018
309,jucar,loriguilla,73.0,0,39.6655252350001,-0.91324766799994,jucar,rio turia o guadalaviar,https://www.google.com/search?kgmid=/g/120jr2sj,,https://www.wikidata.org/wiki/Q8775356,valencia,comunitat valenciana,presa fabrica gravedad (hormigon vibrado),322.5,78.67,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2308
311,ebro,baserca,22.0,1,42.578713312,0.758746737000024,ebro,rio noguera ribagorcana,https://www.google.com/search?kgmid=/g/12353cj_,https://www.openstreetmap.org/relation/7189805,https://www.wikidata.org/wiki/Q11940022,lleida,cataluna,presa fabrica boveda,1437.5,86.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2439
312,ebro,certescans,16.0,1,,,,,,,,lleida,cataluna,,,,
313,ebro,ibon ip,5.0,1,42.7228732190001,-0.462683542999969,ebro,barranco ip,,,https://www.wikidata.org/wiki/Q23999337,huesca,aragon,presa materiales sueltos zonificada o nucleo,2119.0,31.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2482
314,ebro,mar (lago),14.0,1,,,,,,,,leon,castilla y leon,,,,
316,galicia costa,sta uxia,18.0,1,,,,,,,,orense,galicia,,,,
318,cuencas internas cataluna,baells,115.0,0,42.121967372,1.87834263000002,cuencas internas cataluna,llobregat,,,,barcelona,cataluna,presa fabrica boveda,632.35,102.349999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2891
319,cuencas internas pais vasco,ibai eder,11.0,0,43.1287549570001,-2.22691844199994,cantabrico oriental,urrestilla ibaia,,,,guipuzcoa,pais vasco,presa materiales sueltos pantalla hormigon,226.75,66.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=3121
324,cuenca mediterranea andaluza,beninar,70.0,0,,,,,,,,almeria,andalucia,,,,
325,guadalquivir,vadomojon,163.0,0,37.6389097580001,-4.22658613199997,guadalquivir,rio  guadajoz,,,,jaen,andalucia,presa materiales sueltos zonificada o nucleo,369.0,75.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1424
326,cuenca mediterranea andaluza,charco redondo,82.0,0,36.2322004530001,-5.54416164299994,cuencas mediterraneas andaluzas,rio canas o palmones,,,https://www.wikidata.org/wiki/Q5830606,cadiz,andalucia,presa materiales sueltos zonificada o nucleo,107.2,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1939
328,guadalete barbate,guadalcacin ii,800.0,0,36.6680511050001,-5.78680409799995,guadalete y barbate,rio majaceite,,,,cadiz,andalucia,presa materiales sueltos zonificada o nucleo,110.0,78.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1375
329,guadiana,cancho fresno,15.0,0,39.3931095610001,-5.39044150299998,guadiana,rio ruecas,,,,caceres,extremadura,presa fabrica gravedad (hormigon vibrado),308.8,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1074
330,guadiana,castilseras,5.0,0,38.738908709,-4.80134611699998,guadiana,rio valdeazogues,,,,ciudad real,castilla   mancha,presa fabrica gravedad (hormigon vibrado),503.5,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1105
333,guadiana,ruecas,44.0,0,39.267439745,-5.49598021299994,guadiana,rio ruecas,,,,caceres,extremadura,presa fabrica gravedad (hormigon vibrado),360.649999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1062
336,guadiana,sierra brava,233.0,0,39.1932626620001,-5.64510043299993,guadiana,arroyo pizarroso,,,,caceres,extremadura,presa fabrica gravedad (hormigon compactado),360.649999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1057
337,guadiana,villalba barros,106.0,0,,,,,,,,badajoz,extremadura,,,,
339,mino   sil,penarrubia,13.0,1,42.4564492920001,-6.81942030899995,mino sil,rio sil,https://www.google.com/search?kgmid=/g/1203lz94g,,https://www.wikidata.org/wiki/Q5830543,orense,galicia,presa fabrica gravedad (hormigon vibrado),397.42,35.7999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=96
341,mino   sil,rozas,28.0,1,42.9069858300001,-6.35038478399997,mino sil,rio sil,,,,leon,castilla y leon,presa fabrica gravedad (hormigon vibrado),961.0,71.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=50
342,duero,agavanzal  nª sª,36.0,1,,,,,,,,zamora,castilla y leon,,,,
343,duero,ponton alto,7.0,0,40.9150074830001,-4.03624107199994,duero,rio eresma,https://www.google.com/search?kgmid=/g/120wrl3k,,https://www.wikidata.org/wiki/Q5830615,segovia,castilla y leon,presa fabrica boveda,1104.5,48.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=421
348,tajo,alcantara,3162.0,1,,,,,,,,caceres,extremadura,,,,
350,tajo,santillana,91.0,0,,,,,,,,madrid,comunidad madrid,,,,
351,tajo,san juan,148.0,0,40.373071902,-4.31198048099998,tajo,rio alberche,,,https://www.wikidata.org/wiki/Q5830564,madrid,comunidad madrid,presa fabrica gravedad (hormigon vibrado),583.0,78.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=807
352,jucar,buseo,8.0,0,,,,,,,,valencia,comunitat valenciana,,,,
355,ebro,escarra,5.0,1,42.7450247100001,-0.352936039999975,ebro,rio escarra,,,https://www.wikidata.org/wiki/Q95675526,huesca,aragon,presa materiales sueltos zonificada o nucleo,1636.0,43.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2476
356,ebro,respomuso,18.0,1,42.8156272250001,-0.297330793999947,ebro,rio aguas limpias,https://www.google.com/search?kgmid=/g/121n92_p,,https://www.wikidata.org/wiki/Q3427764,huesca,aragon,presa fabrica contrafuertes,2123.0,77.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2505
357,ebro,sistema aguas limpias,18.0,1,,,,,,,,huesca,aragon,,,,
359,ebro,santolea,65.0,0,40.772565747,-0.31769404299996,ebro,rio guadalope,,,https://www.wikidata.org/wiki/Q23992526,teruel,aragon,presa fabrica gravedad (hormigon vibrado),584.35,50.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2802
360,ebro,urdiceto,5.0,1,,,,,,,,huesca,aragon,,,,
362,galicia costa,forcadas  as,11.0,0,,,,,,,,la coruna,galicia,,,,
367,guadalquivir,bembezar,347.0,0,37.8247225110001,-5.23720810199995,guadalquivir,rio  bembezar,,,https://www.wikidata.org/wiki/Q5830414,cordoba,andalucia,presa fabrica gravedad (hormigon vibrado),97.5,37.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1459
369,guadalquivir,cordobilla,34.0,0,37.3492563180001,-4.72116142999994,guadalquivir,rio  genil,,,,sevilla,andalucia,presa fabrica gravedad (hormigon vibrado),218.25,45.25,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1458
371,guadalquivir,jose toran,113.0,0,37.747910849,-5.48482468099996,guadalquivir,arroyo guadalbacar,,,,sevilla,andalucia,presa fabrica boveda,143.8,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1682
374,guadiana,alange,880.0,0,38.7874608500001,-6.26830306899996,guadiana,rio matachel,https://www.google.com/search?kgmid=/g/1226m0st,,https://www.wikidata.org/wiki/Q3379753,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),360.649999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=978
375,guadalete barbate,hurones,135.0,0,36.6613705560001,-5.56192533699993,guadalete y barbate,rio majaceite,,,https://www.wikidata.org/wiki/Q3374719,cadiz,andalucia,presa fabrica gravedad (hormigon vibrado),110.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1340
376,guadiana,andevalo,634.0,0,37.6251957920001,-7.40050286999997,guadiana,rivera malagon,,,,huelva,andalucia,presa materiales sueltos zonificada o nucleo,10.34,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1272
